"PI_NEI","AnonSiteCode"
0.119910737444477,"EI1"
0.0734972076322018,"ER1"
0.0949772436209188,"ES1"
0.0970418733586227,"NE1"
0.0174533119346367,"OH1"
0.0800727007010738,"WI1"
0.0825436555625923,"WI2"
0.122273085844967,"WI3"
0.0789810771795722,"WI4"
0.12434533756534,"WR1"
0.0895780939849489,"WR2"
0.0997906223751055,"WR3"
0.0541852917420377,"WR4"
0.0379008825225451,"WS1"
0.0871461444694706,"WS2"
0.0657733077850827,"WS3"
0.053778210577831,"WS4"
0.123629612067568,"WS5"
0.115558338287436,NA
